codigo,Tipología de Oficina,Red,Fecha de Apertura,Nombre,Cantidad Puntos de Atención,Dirección,Indicativo,Teléfono Oficina,Fax,codigoOficina,Nombre Oficina Adscrita,Servilinea,Cliente Externo,Abreviado,Código Dane,Municipio,Departamento,Tipo de Ciudad,Uso del suelo,Región,Zona Comercial,Gerencia Administrativa,Horario Normal,Horario Adicional,Servicio Prestado en Horario Adicional,Atencion a personas con Discapacidad,Servicaja,Cajero Automático,Depositario,Kioscos,Multifuncionales ,Servilinea,Internet,Cantidad de filas propuestas ,Fila Invitados ,Fila Preferencial,Fila Clientes,Fila Tarjeta Verde
800,Oficina,PMP,26-dic.-11,Planeta Rica,1,Calle 20 N° 8-62,54,7 765327 - 7 766862 - 7 766433 - Cel. Gerente: 315 3053218 - Cel JDS:3174237045,,,,0-18000518877,,-,23555,Planeta Rica,Córdoba,Población,Comercial,Costa,CO - 5  Cordoba - Sucre,Costa,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m. Viernes 8:00 a.m.  - 11:30 a.m. / 2:00 p.m. a 4:30 p.m. ,Sábado  8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,No,No,3,X,X,X,
801,Oficina,MB,AL 31 DE ENERO,Engativa,1,Carrera 119  N° 65 A - 58 Centro Comercial Muisca Local 2-6,51,3 077000 Cód.801 - 4 353127 - 4 352800 - 4 353147 -  Cel. Gerente: 316 8779409 - Cel JDS:3152774780,4 353127,,,3 820000  ,3077000 + Cod. Oficina,44801,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 04 Bogota - Cl. 26,Bogotá Sur,Lunes a Viernes    9 :00 a.m. -  3:30 a.m. Fin de mes 9 :00 a.m. -  3:00 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
802,Oficina,MB,23/01/2007,Centro Suba,1,Calle 140 N° 91-19 Local 10-108,51,6 859679 - 6 859635 - 6 859646 -  Cel. Gerente:  318 4428878 - Cel JDS:3162987561,6 859679,,,3 820000  ,3077000 + Cod. Oficina,44802,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 5  Bogota - NorOcc.,Bogotá Norte,Lunes a Viernes    9 :00 a.m. - 3:30 a.m.  Fin de mes 9 :00 a.m. -  3:00 a.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
803,Oficina,PMP,20/12/2006,San Nicolas,1,Carrera 5a N° 19 - 17,52,4 860114 - 4 860115 - 4 860116 - 4 860118 - Cel. Gerente: 318 3605918,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Comercial,Occidente,OCC -2 Cali - Centro,Occidente,Lunes a Jueves  y Fin de mes  8:00 a.m. -  11:30 a.m. / 2:00 p.m. - 4:00 p.m. Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30 p.m. ,NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
804,Oficina,PMP,03/12/2007,Puerto Gaitán,1,Carrera 13 N° 7-50,58,6 460080 - 6 460660 -  Cel. Gerente: 315 8977027 -    Cel Jds 317 8935417 - Cel JDS:3162415036,,,,6 703636,,,50568,Puerto Gaitán,Meta,Población,Comercial,Central, CE - 6 Meta,Central,Lunes a Jueves     8:00 a.m. - 11:30  a.m. /  2:00 p.m.  -  4:00 p.m.                Viernes  8:00  a.m.  - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,3,0,0,0,No,No,3,X,X,X,
807,Oficina,PMP,11/09/2007,Centro Comercial Unicentro Tunja,1,Avenida Universitaria con Calle 41 Local 1-079 y 1-080,58,7 454242 - 7 424220 -  Cel. Gerente: 317 5120716 - Cel JDS:3175205696,,,,0-18000518877,,,15001,Tunja,Boyacá,Intermedia,Centro Comercial,Oriente,OR -1  Boyacá,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.,Lunes a Viernes 5:00 p.m. - 8:00 p.m.   / Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,2,X,X,,
808,Oficina,PMP,15-dic.-08,Centro Comercial Puerta del Norte,1,Diagonal 55 Avenida 34-67 Local 1104,54,4 537200 - 4 536238 - 4 536265 -  Cel. Gerente: 316 8776015 - Cel JDS:3157954132,,,,5 764330,,,5088,Bello,Antioquia,Población,Centro Comercial,Antioquia,AN-5  Valle del Aburra- NortOcc,Antioquia,Lunes a Jueves     8:00 a.m. - 11:30 a.m. / 2:00 p.m.  -  4:00 p.m.                  Viernes  8:00  a.m. - 11:30 a.m.  /  2:00 p.m.  -  4:30 p.m.  ,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
810,Oficina,PMP,22/01/2007,Centro Comercial Metropolitano,1,Centro Comercial Metropolitano Carrera 28 N° 58-148 Local 206. Municipio de Soledad.,55,3 856077 - 3 856078 - 3 856079 - 3 856080 - Cel. Gerente: 317 3803937 - Cel JDS:3184120340,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,Centro Comercial,Costa,CO - 2 Barranquilla - Sur,Costa,Lunes a Jueves y Fin de mes 8:30 a.m. - 12:00 p.m. / 2:00 p.m. -  4:00 p.m.  Viernes 8:30 a.m. - 12:00 p.m. / 2:00 p.m. - 4:30 p.m.,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,No,No,4,X,X,X,X
811,Oficina,PMP,19/02/2007,La Gran Vía,1,Diagonal 75B N° 6-81 Local 113-115,54,3 423600 - 3 420262 -  3 420402 -  Cel. Gerente: 316 3538828 - Cel JDS:3163146007,,,,5 764330,,,5001,Medellín,Antioquia,Principal,Comercial,Antioquia,AN-6  Medellin Occidental,Antioquia,"Lunes a jueves 9:00 a.m. - 4:00 p.m. / Viernes 9:00 a.m. -  4:30 p.m. Fin de mes horario normal
",No,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
812,Oficina  De  Recaudos Y Pagos,PMP,20/12/2006,Oficina de Recaudos y Pagos Avenida Sexta,1,Avenida Sexta Norte N° 25 N-47,52,6 617485 - 6 607582 - 6 675396,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,,Occidente,,Occidente,Lunes a Jueves y Fin de mes 8:00 a.m. -  4:00 p.m. (Jornada Continua)        Viernes  8:00 a.m. -  4:30 p.m.    ,Sábado 10:00 a.m. - 2:00 p.m.,Caja,No,NO,1,0,0,0,No,No,2,X,,,X
814,Oficina Básica,PMP,10/03/2014,Cantón Sur,1,"Calle 60 Sur con Avenida Caracas, Km. 3 Vía Usme",51,7 708978 -  7 678621 - Cel JDS:3174964749,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Sur,,Bogotá Sur,"Lunes a viernes asesoría comercial: 8:00 a.m. - 5:30 p.m.
Caja: Lunes a viernes 8:00 a.m. - 12:00 p.m. / 1:00 p.m. - 3:30 p.m.",NO,,No,No,1,0,0,0,No,No,,,,,
815,Oficina  De  Recaudos Y Pagos,PMP,20/12/2006,Oficina de Recaudos y Pagos Yumbo,1,Carrera 4a N° 3 - 59,52,6 696892 - 6 696419 - 6 695650,,,,,,,76892,Yumbo,Valle del Cauca,Población,,Occidente,,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. -  4:00 p.m. (Jornada Continua)       Viernes  8:00 a.m. -  4:30 p.m.    ,Sábado 10:00 a.m. - 2:00 p.m.,Caja,No,NO,1,0,0,0,No,No,2,X,,,X
817,Oficina,PMP,01/07/2008,Centro Comercial Campanario,1,Carrera 9 N° 24 AN-21 Local 40,52,8 202055 - Cel. Gerente: 315 3786006,,,,,,,19001,Popayán,Cauca,Población,Centro Comercial,Occidente,OCC - 6 Nariño - Cauca,Occidente,"LLunes a jueves y fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   
Viernes de 8:00 a.m. a  11:30 a.m. y de 2:00 p.m. a 4:30 p.m. ",No,Caja / Plataforma,Sí,NO,2,0,0,1,Sí,No,3,X,X,X,
819,Oficina,MB,AL 31 DE ENERO,Campin,1,Calle 53B N° 24-80,51,3 460514 - 3 460340 - 3 460351 - 3 460525 - Cel. Gerente: 315 6389618 - Cel JDS:3156394277,,,,3 820000  ,3077000 + Cod. Oficina,44819,11001,Bogotá D.C.,Bogotá D.C.,Principal,Residencial,Bogotá Norte,BN- 2  Bogota -  Chapinero,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.  Fin de mes   9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
822,Oficina,PMP,17/09/2007,Megacity,1,Calle 8 N° 21 - 188 local - 6 Centro Comercial Megacity ,51,8 511704 - 8 511165  Cel. Gerente: 318 3438482 -      Cel Jds 318 2820790 - Cel JDS:3172989797,,,,3 820000  ,,8770822,25899,Zipaquirá,Cundinamarca,Población,Comercial,Central, CE - 2 Cundinamarca - Sabana,Central,Lunes a Viernes   10:30 a.m.  - 3:00 p.m.,Lunes a Viernes 4:30 p.m. - 6:30 p.m.   / Sábado 10:30 a.m. - 2:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
825,Oficina,PMP,13/05/2015,El Zulia,1,Avenida 1 N° 7-25,57,5 789215 - 5 789250 - 5 789304 - Cel. Gerente: 317 3684677 - Cel JDS:3173397327,,,,0-18000518877,,,54261,El Zulia,Norte de Santander,Población,,Oriente,OR -5 Norte de Santander - Arauca,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,No,1,0,0,0,Sí,No,3,X,X,X,
827,Oficina Premium,PMP,04/11/2014,Premium Edificio Banco de Bogotá,1,Carrera 3 N° 8-13 Local 5,52,8 900760 Ext. 52888,,,,,,,76001,Cali,Valle del Cauca,Principal,,Occidente,,Occidente,Lunes a Jueves  y Fin de mes  8:00 a.m. -  11:30 a.m.  /   2:00 p.m. - 4:00 p.m.  /  Viernes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:30 p.m. ,NO,,No,No,1,0,0,0,No,No,,,,,
828,Oficina  De  Recaudos Y Pagos,PMP,19/04/2007,Oficina de Recaudos y Pagos Imbanaco,1,Calle 5 N° 38D-30 Piso 2 ,52,5 583044,514 33 47  ,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,,Occidente,,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. -  4:00 p.m. (Jornada Continua)       Viernes  8:00 a.m. -  4:30 p.m.    ,Sábado 10:00 a.m. - 2:00 p.m.,Caja,No,NO,2,0,0,0,No,No,2,X,,,X
829,Oficina,PMP,21/06/2007,Centro Comercial Nuestro Montería,1,"Transversal 29 No 29-69 Local 320, Centro Comercial Nuestro Montería

",54,7 830672 - 7 830392 - 7 830113 - Cel. Gerente: 316 7530140 - Cel JDS:3184001956,,,,7 924600,,,23001,Montería ,Córdoba,Intermedia,Centro Comercial,Costa,CO - 5  Cordoba - Sucre,Costa," Lunes a Viernes 9:00 a.m - 12:30 a.m. /  2:30 p.m - 4:30 p.m.
",Sábado 9:00 a.m. a 2:00 p.m.,Caja / Plataforma,No,NO,1,0,1,1,Si,No,3,X,X,X,
830,Oficina,PMP,24/02/2014,Soledad Atlántico,1,Calle 18 N° 19-50 Municipio Soledad,55,3 887222 - 3 887386 - 3 887435 Cel. Gerente: 318 7070683 - Cel JDS:3173811069,,,,3 504300,,,8758,Soledad,Atlántico,Población,Comercial,Costa,CO - 2 Barranquilla - Sur,Costa,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m.  / 2:00 p.m. - 4:00 p.m. Viernes 8:00 a.m. - 11:30 a.m.  / 2:00 p.m - 4:30 p.m,No,Caja / Plataforma,No,No,1,0,0,0,No,No,3,X,X,X,
834,Oficina,PMP,03/02/2014,Foscal Internacional,1,"Calle 158 N° 20-95 Torre F, Local 100 Piso 1",57,6 793535 - 6 790808 - Cel. Gerente: 315 7292379 - Cel JDS:3175668373,,,,6 525500,,,68276,Floridablanca,Santander,Población,Industrial,Oriente,,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,No,No,2,X,X,,
835,Oficina,PMP,27/02/2012,Sahagún,1,Calle 15 N° 9-25,54,7 778587 - 7 778623 - 7 778536 - Cel. JDS: 318 5308810 - Cel. Gerente: 316 6984250 - Cel JDS:3163349401,,,,,,,23660,Sahagun,Córdoba,Población,Comercial,Costa,CO - 5  Cordoba - Sucre,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,No,No,3,X,X,X,
836,Oficina,MB,AL 31 DE ENERO,Murillo Toro,1,Carrera 10 A N° 3-43 Edificio Seapto Ibague,58,2 617118 - 2 617120 - 2 610873 - 2 622294 - 2 617146 - Cel. Gerente: 318 3730099 - Cel Jds 315 8576175 - Cel JDS:3173081749,,,,2 622990,,,73001,Ibague,Tolima,Intermedia,Comercial,Central, CE - 7 Tolima,Central,Lunes a Jueves    8:00  a.m. - 11:30 a.m. / 2:00  p.m.  -  4:00 p.m.                 Viernes  8:00 a.m.  - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
837,Oficina,MB,AL 31 DE ENERO,Los Ocobos,1,Carrera 5 N° 25-88,58,2 645530 - 2 652129 - 2 651725 - Cel. Gerente: 316 4727539 - Cel Jds 317 4415842 - Cel JDS:3158527135,,,,2 622990,,,73001,Ibague,Tolima,Intermedia,Comercial,Central, CE - 7 Tolima,Central,Lunes a Jueves 8:00 a.m. - 11:30 a.m. / 2:00  p.m. - 4:00 p.m.                     Viernes  8:00 a.m.  -  11:30 a.m.   / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
838,Oficina,PMP,15/12/2015,Centro Comercial Peñalisa Mall,1,Calle 10 N° 26-41 Local 121 C.C Peñalisa Mall,58,8 391040 - 8 391001 - 8 391041 - Cel. Gerente: 317 3726187 - Cel Jds 318 2820259 - Cel JDS:3184017936,,,,,,,25612,Ricaurte,Cundinamarca,Población,Centro Comercial,Central, CE - 3 Girardot,Central,Lunes a Viernes   10:30 a.m. -  3:00 p.m.,Lunes a Viernes 4:30 p.m. - 6:30 p.m.   / Sábado 10:30 - 2:00 p.m.,Caja / Plataforma,Sí,NO,1,0,0,0,Sí,No,,,,,
839,Oficina  De  Recaudos Y Pagos,PMP,27/10/2008,Oficina de Recaudos y Pagos Ibagué,1,Carrera 5 N° 31-128,58,2 705505 - 2 705663 - 2 705456 - Cel Jds 316 5753224,,,,2 622990,,,73001,Ibague,Tolima,Intermedia,,Central,,Central,Lunes a Viernes    7:00 a.m. - 5:00 p.m.   Jornada Continua,NO,,No,NO,1,0,0,0,No,No,2,X,,,X
840,Oficina,MB,AL 31 DE ENERO,Fresno,1,Calle 4 N° 5-54,58,2 580821 - 2 580516 - 2 580466 - Cel. Gerente: 318 2066570 - Cel Jds 315 4875942 - Cel JDS:3166262226,,,,2 622990,,,73283,Fresno,Tolima,Población,Comercial,Central, CE - 5 Magdalena Medio Cent.,Central,Martes a Jueves    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.                     Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.  Sábado 08:00 am - 01:30 pm,,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
841,Oficina,MB,AL 31 DE ENERO,Manzanares,1,Carrera 4 N° 4-37,56,8 550690 - 8 550777 - Cel. Gerente: 318 3627638 - Cel JDS:3185613909,,,,,,,17433,Manzanares,Caldas,Población,Residencial,Antioquia,AN-I- Caldas,Antioquia,"Martes a Jueves   8:00 a.m. -  11:30 a.m. / 2:00 p.m.  -  4:00 p.m.                  Viernes  8:00 a.m.  -  11:30 a.m.  /  2:00 p.m.  -  4:30 p.m.
",Sábado 8:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,2,X,X,,
842,Oficina,MB,AL 31 DE ENERO,Parque Lago Uribe - Pereira,1,Carrera 8A N° 22 - 59,56,3 401051 - 3 401158 - Cel. Gerente: 317 7003094 - Cel JDS:3164548625,,,,3 348383,,,66001,Pereira,Risaralda,Intermedia,Comercial,Antioquia,AN-9  Risaralda,Antioquia,Lunes a Jueves     8:00 a.m. - 11:30 a.m.  /  2:00 p.m.  -  4:00 p.m.                 Viernes  8:00 a.m. -  11:30 a.m.  / 2:00 p.m. -  4:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
843,Oficina  De  Recaudos Y Pagos,PMP,27/10/2008,Oficina de Recaudos y Pagos Neiva,1,Carrera 7 N° 6 - 54,58,8 722319 - 8 722324 - 8 722325 Cel Jds 317 6753175,,,,2 622992,,,41001,Neiva,Huila,Intermedia,,Central,,Central,Lunes a Viernes    7:00 a.m. - 5:00 p.m.   Jornada Continua,NO,,No,NO,1,0,0,0,No,No,2,X,,,X
845,Oficina,MB,AL 31 DE ENERO,Ciudad Milagro Armenia,1,Calle 21 N° 16-30,76,7 359922 - Cel. Gerente: 317 4381481 - Cel JDS:3163192308,,,,7 459700,,,63001,Armenia,Quindio,Intermedia,Comercial,Antioquia,AN-8 Quindio,Antioquia,Lunes a Jueves 8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:00 p.m.                      Viernes  8:00 a.m.  -  11:30  a.m. /  2:00 p.m. -  4:30 p.m.                                                             ,NO,,Sí,NO,2,1,0,0,Sí,No,3,X,X,X,
847,Oficina,MB,AL 31 DE ENERO,Anserma,1,Carrera 4a N° 8 - 61 Piso 1,56,8 532900 - 8 532239 - 8 536236 - Cel. Gerente: 317 4418180 - Cel JDS:3164611515,,,,,,,17042,Anserma,Caldas,Población,Comercial,Antioquia,AN-I- Caldas,Antioquia,Martes a Jueves    8:00 a.m. - 11:30 a.m.  / 2:00 p.m.  -  4:00 p.m.                 Viernes  8:00 a.m. - 11.30 a.m.  /  2:00 p.m.  - 4:30 p.m.,Sábado 8:00 a.m. - 2:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
848,Oficina,MB,AL 31 DE ENERO,Riosucio,1,Calle 9 N° 5 - 77,56,8 590550 - 8 591322 - 8 512100 - Cel. Gerente: 316 4968067 - Cel JDS:3168553126,,,,,,,17614,Riosucio,Caldas,Población,Comercial,Antioquia,AN-I- Caldas,Antioquia,Martes a Jueves    8:00 a.m. - 11:30 a.m. /  2:00 p.m.  -  4:00 p.m.                  Viernes  8:00 a.m.  - 11:30 a.m. / 2:00 p.m.  - 4:30 p.m.  ,Sábado 8:00 a.m. - 2:00 p.m.,Caja / Plataforma,Sí,NO,1,0,0,0,Sí,No,3,X,X,X,
849,Oficina,MB,AL 31 DE ENERO,Carrera 33 Cabecera,1,Calle 52 N° 35-34,57,6 435533 - 6 430700 - 6 572383 -  Cel. Gerente: 318 7164751 - Cel JDS:3176817117,,,,6 525500,,,68001,Bucaramanga,Santander,Principal,Comercial,Oriente,OR -3 Bucaramanga,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
850,Oficina,MB,AL 31 DE ENERO,Parque Uribe - Barrancabermeja,1,Calle 49 N° 11A-30,57,6 222497 - 6 213855 - 6 214195 - 6 213854 - Cel. Gerente: 318 7117347 - Cel JDS:3163353893,,,,,,,68081,Barrancabermeja,Santander,Población,Comercial,Oriente,OR -4 Magdalena Medio Orien.,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
852,Oficina,MB,AL 31 DE ENERO,Villa Julia,1,Transversal 29 N° 38-12 Centro Comercial Villa Julia - piso 1,58,6 627686 - 6 624340 - 6 627687 - 6 627685 - 6 627688 - Cel. Gerente: 318 8133747 - Cel Jds 317 5156046 - Cel JDS:3163505618,,,,6 703636,,,50001,Villavicencio,Meta,Intermedia,Comercial,Central, CE - 8 Villavicencio,Central,Lunes a Jueves    8:00 a.m. - 11:30  a.m. /  2:00 p.m.  - 4:00 p.m.                   Viernes  8:00 a.m.  - 11:30 a.m.  /  2:00 p.m.  -  4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
853,Oficina,MB,AL 31 DE ENERO,Cumaral,1,Calle 11 N° 19 - 15,58,6 871037 - 6 871383 - 6 870360 - Cel. Gerente: 315 6287502 - Cel Jds 315 8810218 - Cel JDS:3175238204,,,,,,,50226,Cumaral,Meta,Población,Comercial,Central, CE - 8 Villavicencio,Central,Lunes a Jueves     8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:00 p.m.                    Viernes  8:00 a.m. - 11:30 a.m.   /  2:00 p.m. -  4:30 p.m.,NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
855,Oficina,MB,AL 31 DE ENERO,Rio Cravo,1,Carrera 20 N° 9-81,58,6 342865 - 6 357966 - 6 356185 - Cel. Gerente: 317 5386789 - Cel JDS:3183129932,,,,0-18000518877,,,85001,Yopal,Casanare,Población,Comercial,Oriente,OR -6 Casanare - Bucaramanga,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
856,Oficina  De  Recaudos Y Pagos,PMP,06/11/2007,Oficina de Recaudos y Pagos Calle 30,1,Calle 30 N° 10-152,55,3 810015 - 3 754554,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,,Costa,,Costa,"Lunes a Jueves y último día del mes de 8:00 a.m. - 1.00 p.m.  /  2:00 p.m. - 4:00 p.m. Viernes  8:00 a.m. - 1:00 p.m. / 2:00 p.m. -  4:30 p.m.
",Sábado 8:00 a.m. - 1:00 p.m.,Caja,No,NO,1,0,0,0,No,No,2,X,,,X
861,Oficina  De  Recaudos Y Pagos,PMP,01/01/1900,Oficina de Recaudos y Pagos Buenaventura,1,Calle 3 N° 2 - 26 local 101 ,52,2 433420,,,,,,,76109,Buenaventura,Valle del Cauca,Intermedia,,Occidente,,Occidente,Lunes a Jueves    8.00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m.                      Viernes 8:00 a.m. - 11:30 a.m.   / 2:00 p.m. - 4:30 p.m. Fin de Mes    8.00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m.     ,Sabado 9:00 am. - 12:00 pm.,Caja,No,NO,2,0,0,0,No,No,2,X,,,X
862,Oficina  De  Recaudos Y Pagos,PMP,05/01/2009,Oficina de Recaudos y Pagos Centro Comercial Mercurio,1,Carrera 7 N° 32-35 Local 247-248-249,51,7 251892 -  7 251895,,,,3 820000  ,,8770862,25754,Soacha,Cundinamarca,Población,,Bogotá Sur,,Bogotá Sur,Lunes a Viernes y Fin de mes  9:00 a.m. - 6:00 p.m. ,Sábado 10:00 a.m. - 4:00 p.m.,Caja,No,NO,1,0,0,0,No,No,2,X,,,X
863,Oficina,PMP,15/12/2008,Centro Comercial Guatapuri,1,Centro Comercial Guatapuri Diagonal 10 N° 6N - 15 Local 161 ,55,5 734141 - 5 734777 - 5 734335 - Cel. Gerente: 316 4333585 Cel JDS 318 7123771 - Cel JDS:3162962608,,,,5 714222,,,20001,Valledupar,Cesar,Intermedia,Centro Comercial,Costa,CO - 4 Cesar,Costa,"Lunes a viernes  9:00 a.m. - 12:30 p.m. / 2:30 p.m. - 4:30 p.m.
",Sábado 10:00 a.m. - 2:00 p.m.,Caja / Plataforma,No,NO,1,0,0,1,No,No,3,X,X,X,
864,Oficina  De  Recaudos Y Pagos,PMP,16/02/2009,Oficina de Recaudos y Pagos Valledupar,1,Carrera 8  N° 16A-43,55,5 808420 - 5 808666,5 808666,,,5 714222,,70864,20001,Valledupar,Cesar,Intermedia,Comercial,Costa,,Costa,Lunes a  Viernes y Fin de mes 8:00 a.m - 4:00 p.m.en Jornada Continua ,Lunes a Viernes  5:00 p.m. - 7.00  p.m. / Sábado  8:00 a.m. -  1:00  p.m.,Caja,No,NO,2,0,0,0,No,No,2,X,,,X
865,Oficina  De  Recaudos Y Pagos,PMP,09/12/2008,Oficina de Recaudos y Pagos Sector Estadio Medellín,1,Calle 50 N° 69-06,54,2 300144,,,,5 764330,,,5001,Medellín,Antioquia,Principal,,Antioquia,,Antioquia,Lunes a Jueves     8:00 a.m.  -  4:00  p.m.                                                     Viernes  8:00 a.m.  -  4:30 p.m.    Jornada Continua ,NO,,No,NO,0,0,0,0,No,No,2,X,,,X
868,Extensión De Oficina,PMP,01/07/2009,Extensión de Oficina Ingredión Colombia ,1,Carrera 5 N° 52-56,52,4 315552 - 4 315554,,,,8 980077,,5552 - 5378,76001,Cali,Valle del Cauca,Principal,Industrial,Occidente,,Occidente,Lunes a Viernes    8:00 a.m. - 1:00 p.m. / 2:00 p.m. a 5:00 p.m.,NO,,No,NO,1,0,0,0,No,No,,,,,
869,Oficina,PMP,28/08/2009,Centro Comercial Premier Limonar,1,Calle 5 N° 69 - 03 Centro Comercial Premier Limonar,52,4 863687 - 4 863689 - 4 863691 - Cel. Gerente: 317 7009359,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Centro Comercial,Occidente,OCC - 5 Cali - Sur,Occidente,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m. Viernes 8:00 a.m. -11:30 a.m. / 2:00 p.m. -  4:30 p.m.    ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
874,Oficina,PMP,02/01/2008,Centro Comercial Miramar,1,Carrera 43 N° 99-50 Local 1 Centro Comercia Miramar  ,55,3 663442 - 3 663443 - 3 663444 - Cel. Gerente: 316 3402255 - Cel JDS:3159270682,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,Centro Comercial,Costa,CO - 1 Barranquilla - Norte,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes  8:00 a.m. - 11:30 a.m. /  2.00 p.m. - 4:30 p.m.,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Si,No,3,X,X,X,
878,Oficina,PMP,27/04/2009,Clínica Meta,1,Calle 33 N° 36-50,58,6 624054 - 6 624067 - Cel. Gerente: 318 3066724      Cel Jds 318 2702759 - Cel JDS:3177726737,,,,6 703636,,,50001,Villavicencio,Meta,Intermedia,Comercial,Central, CE - 8 Villavicencio,Central,Lunes a Jueves 8:00  a.m. - 11:30  a.m. / 2:00  p.m. - 4:00 p.m.                     Viernes   8:00 a.m. - 11:30 a.m.   / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
